SRTM	R1	k2	BPnd	MSE	LogLikelihood	AIC	%Cov R1	%Cov k2	%Cov BPnd
highbinding	1.360850e+00	9.910119e-02	2.415885e+00	1.311716e+06	-3.026177e+02	6.132353e+02	1.406876e+00	3.691129e+00	1.743062e+00
left_cerebral_white_matter	6.423059e-01	2.469767e-02	4.601271e-01	4.257106e+04	-2.408229e+02	4.896458e+02	4.774825e-01	2.740511e+00	4.069471e+00
left_cerebellum_white_matter	8.078082e-01	2.949912e-02	2.139628e-01	1.535792e+05	-2.639172e+02	5.358344e+02	7.744731e-01	8.421299e+00	8.906603e+00
left_cerebellum_cortex	9.172354e-01	1.668293e-02	7.089645e-04	1.327560e+04	-2.198480e+02	4.476961e+02	1.862837e-01	2.117674e+01	1.513859e+03
left_thalamus	9.232699e-01	5.347463e-02	2.177127e+00	5.948802e+05	-2.882955e+02	5.845910e+02	1.240738e+00	3.291807e+00	3.243812e+00
left_caudate	8.571133e-01	8.530759e-02	1.120135e+00	2.108526e+06	-3.110734e+02	6.301468e+02	3.161845e+00	6.482584e+00	3.039460e+00
left_putamen	1.201501e+00	8.004563e-02	1.950371e+00	1.730077e+06	-3.075551e+02	6.231102e+02	1.796623e+00	5.235262e+00	2.749357e+00
left_pallidum	7.475513e-01	4.515543e-02	1.874368e+00	2.568322e+06	-3.146239e+02	6.372478e+02	3.150066e+00	7.533852e+00	8.867705e+00
brain_stem	6.831101e-01	3.755311e-02	1.874484e+00	2.968044e+05	-2.757817e+02	5.595633e+02	1.142756e+00	2.930786e+00	4.233074e+00
left_hippocampus	8.223739e-01	4.668707e-02	5.919222e-01	1.261424e+06	-3.018634e+02	6.117267e+02	2.290070e+00	1.015827e+01	6.863433e+00
left_amygdala	7.139849e-01	5.820153e-02	2.083096e+00	2.325237e+06	-3.128298e+02	6.336596e+02	3.235013e+00	5.298645e+00	5.466473e+00
csf	3.210532e-01	1.082343e-02	-8.236612e-02	1.840567e+05	-2.671787e+02	5.423574e+02	1.891892e+00	1.085414e+01	-9.187397e+01
left_accumbens_area	1.132141e+00	5.906279e-02	2.260708e+00	8.347029e+06	-3.358415e+02	6.796831e+02	3.837109e+00	1.276154e+01	1.026475e+01
left_ventraldc	7.616566e-01	4.317787e-02	2.481504e+00	1.047849e+06	-2.984830e+02	6.049660e+02	1.913719e+00	4.583142e+00	6.621314e+00
left_choroid_plexus	6.507155e-01	7.753113e-03	1.014198e+00	2.206129e+06	-3.118897e+02	6.317795e+02	3.001640e+00	7.999283e+01	2.270474e+02
right_cerebral_white_matter	6.456966e-01	2.434318e-02	4.329144e-01	2.972538e+04	-2.343573e+02	4.767146e+02	3.971776e-01	2.388196e+00	3.586129e+00
right_cerebellum_white_matter	7.974743e-01	3.073004e-02	2.022228e-01	1.233966e+05	-2.599788e+02	5.279575e+02	7.119059e-01	7.229061e+00	7.782844e+00
right_cerebellum_cortex	8.908726e-01	2.438366e-02	-1.296712e-02	9.483509e+03	-2.138001e+02	4.356003e+02	1.751977e-01	9.780118e+00	-3.555072e+01
right_thalamus	9.528763e-01	5.332431e-02	2.438078e+00	4.995593e+05	-2.851551e+02	5.783102e+02	1.087839e+00	2.928611e+00	3.077509e+00
right_caudate	8.637286e-01	8.314134e-02	1.106800e+00	1.625234e+06	-3.063963e+02	6.207926e+02	2.733877e+00	5.834746e+00	2.765777e+00
right_putamen	1.150765e+00	7.251383e-02	1.854178e+00	1.065914e+06	-2.987952e+02	6.055904e+02	1.447794e+00	4.416543e+00	2.519180e+00
right_pallidum	6.981438e-01	3.452403e-02	2.630895e+00	1.690899e+06	-3.071024e+02	6.222047e+02	2.580980e+00	6.997245e+00	1.312751e+01
right_hippocampus	7.908816e-01	4.501469e-02	7.273686e-01	1.333217e+06	-3.028271e+02	6.136542e+02	2.371050e+00	9.082599e+00	6.896246e+00
right_amygdala	7.072610e-01	5.775803e-02	2.097333e+00	2.391499e+06	-3.133414e+02	6.346828e+02	3.304652e+00	5.367566e+00	5.626066e+00
right_accumbens_area	1.033830e+00	4.550939e-02	2.434613e+00	6.678202e+06	-3.318221e+02	6.716441e+02	3.588023e+00	1.342915e+01	1.505814e+01
right_ventraldc	7.182586e-01	4.514838e-02	2.207593e+00	6.077164e+05	-2.886760e+02	5.853521e+02	1.570163e+00	3.363436e+00	4.479008e+00
right_choroid_plexus	6.289053e-01	4.143484e-03	4.354045e+06	3.864526e+06	-3.219792e+02	6.519585e+02	2.762810e+00	1.113966e+01	1.665907e-24
aircavity	1.650616e-01	1.667244e-03	-1.077033e+05	7.032489e+04	-2.499823e+02	5.079645e+02	1.420027e+00	3.734597e+00	-2.101185e-19
skull	1.626286e-01	4.995489e-04	-1.098055e+00	9.673620e+04	-2.558931e+02	5.197861e+02	2.321347e+00	1.857389e+02	-2.400292e+01
vermis	8.228826e-01	2.160320e-03	3.217940e+00	6.789325e+05	-2.906709e+02	5.893417e+02	1.277474e+00	4.463899e+02	2.202452e+03
pons	8.360607e-01	4.476430e-02	1.131620e+00	8.575886e+05	-2.949461e+02	5.978922e+02	1.712511e+00	6.055305e+00	5.080420e+00
csf_extracerebral	5.813939e-01	1.568387e-02	-1.640748e-01	2.441462e+04	-2.308156e+02	4.696311e+02	4.066339e-01	7.121304e+00	-7.188567e+00
head_extracerebral	1.121361e-01	2.770285e-03	4.011793e+05	1.079527e+05	-2.579617e+02	5.239234e+02	2.589759e+00	2.784723e+00	1.084965e-20
ctx_lh_bankssts	1.017281e+00	8.015890e-02	4.934100e-01	1.653878e+06	-3.066997e+02	6.213994e+02	2.687414e+00	1.534704e+01	4.510562e+00
ctx_lh_caudalanteriorcingulate	1.083447e+00	5.228954e-02	9.083362e-01	1.801488e+06	-3.082406e+02	6.244812e+02	2.038456e+00	1.220110e+01	5.931787e+00
ctx_lh_caudalmiddlefrontal	1.153002e+00	1.753654e-02	3.600999e-01	3.911978e+05	-2.807767e+02	5.695534e+02	7.760348e-01	6.295163e+01	2.591984e+01
ctx_lh_cuneus	1.211704e+00	9.880762e-02	6.785555e-01	1.519976e+06	-3.051789e+02	6.183579e+02	2.271782e+00	1.501761e+01	2.914652e+00
ctx_lh_entorhinal	7.132570e-01	6.903965e-02	7.207160e-01	1.510961e+06	-3.050706e+02	6.181412e+02	3.212780e+00	6.910790e+00	4.012867e+00
ctx_lh_fusiform	8.861320e-01	7.672242e-02	4.939440e-01	1.240784e+06	-3.015389e+02	6.110778e+02	2.613573e+00	1.025605e+01	4.062385e+00
ctx_lh_inferiorparietal	1.001587e+00	7.380286e-02	2.683080e-01	6.965314e+05	-2.911341e+02	5.902682e+02	1.848720e+00	1.807416e+01	5.034409e+00
ctx_lh_inferiortemporal	8.626340e-01	8.967067e-02	3.257157e-01	5.801526e+05	-2.878466e+02	5.836933e+02	2.137659e+00	9.264633e+00	3.418266e+00
ctx_lh_isthmuscingulate	1.091826e+00	7.635174e-02	4.934086e-01	1.500205e+06	-3.049625e+02	6.179251e+02	2.327281e+00	1.769185e+01	4.490621e+00
ctx_lh_lateraloccipital	8.323520e-01	3.417403e-01	2.432685e-01	6.329482e+05	-2.894139e+02	5.868277e+02	2.348703e+00	8.884178e+00	5.472833e+00
ctx_lh_lateralorbitofrontal	8.554129e-01	2.842705e-01	4.305280e-01	5.387913e+05	-2.865108e+02	5.810217e+02	2.961297e+00	9.115522e+00	3.169620e+00
ctx_lh_lingual	1.087065e+00	8.445083e-02	5.568024e-01	1.442147e+06	-3.042363e+02	6.164726e+02	2.361220e+00	1.456493e+01	3.698060e+00
ctx_lh_medialorbitofrontal	1.041708e+00	8.093603e-02	6.559102e-01	1.260778e+06	-3.018302e+02	6.116603e+02	2.188232e+00	1.042722e+01	3.234743e+00
ctx_lh_middletemporal	9.348053e-01	1.005313e-01	3.515339e-01	7.418767e+05	-2.922766e+02	5.925532e+02	2.368881e+00	1.191746e+01	3.413479e+00
ctx_lh_parahippocampal	7.533171e-01	6.501581e-02	6.344769e-01	2.250965e+06	-3.122460e+02	6.324920e+02	3.700347e+00	9.830499e+00	5.622708e+00
ctx_lh_paracentral	1.094350e+00	9.607727e-02	5.574337e-01	7.617362e+05	-2.927462e+02	5.934924e+02	1.828281e+00	1.066460e+01	2.427021e+00
ctx_lh_parsopercularis	9.707661e-01	3.782913e-01	3.386438e-01	7.554509e+05	-2.925995e+02	5.931989e+02	2.191301e+00	1.066746e+01	4.256807e+00
ctx_lh_parsorbitalis	1.008644e+00	2.680116e-01	3.320183e-01	7.860634e+05	-2.933083e+02	5.946167e+02	2.982242e+00	2.003316e+01	4.958544e+00
ctx_lh_parstriangularis	9.603129e-01	4.130860e-01	3.824362e-01	6.578558e+05	-2.901075e+02	5.882149e+02	2.076978e+00	8.059445e+00	3.462702e+00
ctx_lh_pericalcarine	1.414746e+00	2.942409e-02	8.238705e-01	2.641924e+06	-3.151663e+02	6.383326e+02	1.695053e+00	5.822148e+01	1.949365e+01
ctx_lh_postcentral	1.020268e+00	8.205085e-02	4.690125e-01	6.429727e+05	-2.896935e+02	5.873869e+02	1.705692e+00	1.013724e+01	2.859684e+00
ctx_lh_posteriorcingulate	1.188252e+00	5.759817e-02	7.733436e-01	1.064409e+06	-2.987752e+02	6.055505e+02	1.501646e+00	1.224026e+01	4.154286e+00
ctx_lh_precentral	1.054921e+00	3.970840e-01	2.861971e-01	3.787291e+05	-2.801704e+02	5.683409e+02	1.448511e+00	1.128902e+01	3.484303e+00
ctx_lh_precuneus	1.151683e+00	6.616356e-02	4.700705e-01	6.371523e+05	-2.895379e+02	5.870758e+02	1.355215e+00	1.528757e+01	3.497626e+00
ctx_lh_rostralanteriorcingulate	1.106750e+00	5.401551e-02	8.580953e-01	1.253862e+06	-3.017145e+02	6.114291e+02	1.692281e+00	1.082867e+01	4.783241e+00
ctx_lh_rostralmiddlefrontal	1.073613e+00	1.027772e-01	4.158212e-01	5.821850e+05	-2.879050e+02	5.838099e+02	1.798575e+00	1.294973e+01	2.584835e+00
ctx_lh_superiorfrontal	1.143717e+00	6.094037e-02	4.010535e-01	2.751247e+05	-2.744133e+02	5.568265e+02	8.836345e-01	1.271302e+01	2.798214e+00
ctx_lh_superiorparietal	9.899541e-01	6.726686e-02	3.025122e-01	7.206469e+05	-2.917441e+02	5.914882e+02	1.787845e+00	1.583665e+01	5.028842e+00
ctx_lh_superiortemporal	9.361774e-01	7.516253e-02	5.857059e-01	1.179376e+06	-3.006146e+02	6.092291e+02	2.321580e+00	9.505134e+00	3.614349e+00
ctx_lh_supramarginal	1.037956e+00	7.642131e-02	3.506683e-01	6.582314e+05	-2.901341e+02	5.882682e+02	1.708097e+00	1.495154e+01	3.829041e+00
ctx_lh_frontalpole	8.003104e-01	3.458397e-01	3.853610e-01	7.018306e+05	-2.912747e+02	5.905493e+02	2.706852e+00	7.306603e+00	3.769755e+00
ctx_lh_temporalpole	7.208061e-01	5.922172e-02	8.381587e-01	1.679475e+06	-3.070018e+02	6.220037e+02	3.101506e+00	7.194579e+00	4.870809e+00
ctx_lh_transversetemporal	1.416721e+00	5.999695e-02	1.009902e+00	2.468034e+06	-3.139087e+02	6.358174e+02	1.868998e+00	1.980542e+01	5.479378e+00
ctx_lh_insula	9.815916e-01	7.019275e-02	9.866317e-01	5.599682e+05	-2.872088e+02	5.824177e+02	1.355945e+00	4.587758e+00	2.101431e+00
ctx_rh_bankssts	9.664801e-01	1.051197e-01	4.574136e-01	2.027760e+06	-3.103665e+02	6.287329e+02	3.713403e+00	1.653646e+01	4.398857e+00
ctx_rh_caudalanteriorcingulate	1.173159e+00	5.360072e-02	6.632595e-01	8.991567e+05	-2.957357e+02	5.994714e+02	1.394458e+00	1.369474e+01	4.501866e+00
ctx_rh_caudalmiddlefrontal	1.177153e+00	4.997166e-03	6.065787e-01	4.056770e+05	-2.814386e+02	5.708773e+02	7.067604e-01	2.987924e+02	2.477085e+02
ctx_rh_cuneus	1.182560e+00	9.743931e-02	5.974038e-01	1.463872e+06	-3.045006e+02	6.170013e+02	2.330388e+00	1.663458e+01	3.164601e+00
ctx_rh_entorhinal	7.467331e-01	5.755211e-02	8.310645e-01	1.265106e+06	-3.018947e+02	6.117894e+02	2.578384e+00	6.570808e+00	4.418312e+00
ctx_rh_fusiform	8.921149e-01	7.198864e-02	4.981579e-01	9.517343e+05	-2.967625e+02	6.015249e+02	2.202381e+00	9.134141e+00	3.764422e+00
ctx_rh_inferiorparietal	1.018623e+00	5.257377e-02	2.753106e-01	4.892976e+05	-2.847995e+02	5.775990e+02	1.294062e+00	1.730464e+01	5.785906e+00
ctx_rh_inferiortemporal	9.027639e-01	7.514925e-02	3.706045e-01	7.065530e+05	-2.914044e+02	5.908089e+02	2.001230e+00	1.012721e+01	3.853294e+00
ctx_rh_isthmuscingulate	1.064517e+00	7.124646e-02	5.031117e-01	1.160409e+06	-3.003356e+02	6.086712e+02	2.025189e+00	1.442412e+01	4.173801e+00
ctx_rh_lateraloccipital	8.249132e-01	3.362017e-01	2.509150e-01	7.580880e+05	-2.926626e+02	5.933252e+02	2.610878e+00	9.629335e+00	5.852089e+00
ctx_rh_lateralorbitofrontal	1.036741e+00	8.606549e-02	5.016199e-01	7.175216e+05	-2.916685e+02	5.913370e+02	1.797895e+00	1.030534e+01	2.765828e+00
ctx_rh_lingual	1.064392e+00	1.002369e-01	5.475921e-01	1.022709e+06	-2.980456e+02	6.040911e+02	2.240830e+00	1.182788e+01	2.771211e+00
ctx_rh_medialorbitofrontal	1.008477e+00	9.531162e-02	5.430015e-01	8.983962e+05	-2.957137e+02	5.994274e+02	2.156192e+00	9.930841e+00	2.703357e+00
ctx_rh_middletemporal	9.711587e-01	8.554589e-02	3.796981e-01	6.900871e+05	-2.909728e+02	5.899456e+02	1.966622e+00	1.150947e+01	3.379444e+00
ctx_rh_parahippocampal	8.205077e-01	5.661658e-02	7.620869e-01	1.483434e+06	-3.047415e+02	6.174830e+02	2.558486e+00	8.299435e+00	5.054293e+00
ctx_rh_paracentral	1.135979e+00	8.071722e-02	5.889330e-01	1.075504e+06	-2.989511e+02	6.059022e+02	1.887999e+00	1.324390e+01	3.204835e+00
ctx_rh_parsopercularis	1.203561e+00	3.259807e-02	4.475854e-01	9.491398e+05	-2.967193e+02	6.014387e+02	1.270087e+00	4.095389e+01	1.200371e+01
ctx_rh_parsorbitalis	9.147551e-01	3.149665e-01	2.780054e-01	3.355660e+05	-2.779912e+02	5.639824e+02	1.655989e+00	8.645740e+00	3.631628e+00
ctx_rh_parstriangularis	1.062193e+00	1.160277e-01	4.006866e-01	9.154280e+05	-2.960516e+02	6.001033e+02	2.490061e+00	1.696814e+01	3.202691e+00
ctx_rh_pericalcarine	1.117217e+00	4.593315e-01	5.621047e-01	1.673257e+06	-3.069134e+02	6.218268e+02	2.838715e+00	1.249752e+01	3.773012e+00
ctx_rh_postcentral	1.019265e+00	6.907207e-02	4.128841e-01	5.499315e+05	-2.868793e+02	5.817585e+02	1.477168e+00	1.101265e+01	3.393130e+00
ctx_rh_posteriorcingulate	1.193379e+00	6.937556e-02	6.714358e-01	5.474270e+05	-2.868048e+02	5.816096e+02	1.171579e+00	9.543279e+00	2.489025e+00
ctx_rh_precentral	1.147052e+00	4.646985e-02	3.047377e-01	5.464455e+05	-2.867676e+02	5.815352e+02	1.149419e+00	3.313380e+01	6.649898e+00
ctx_rh_precuneus	1.101812e+00	9.801534e-02	4.380261e-01	5.663569e+05	-2.874092e+02	5.828185e+02	1.661387e+00	1.290272e+01	2.500521e+00
ctx_rh_rostralanteriorcingulate	1.108484e+00	6.846041e-02	6.696697e-01	9.592618e+05	-2.969025e+02	6.018050e+02	1.661422e+00	1.064740e+01	3.352052e+00
ctx_rh_rostralmiddlefrontal	1.042475e+00	8.524290e-02	3.324522e-01	4.534498e+05	-2.834086e+02	5.748172e+02	1.512370e+00	1.336824e+01	3.063640e+00
ctx_rh_superiorfrontal	1.123826e+00	6.052797e-02	3.305000e-01	2.815129e+05	-2.748327e+02	5.576655e+02	9.275125e-01	1.586517e+01	3.268351e+00
ctx_rh_superiorparietal	9.522990e-01	6.646664e-02	2.541180e-01	4.574200e+05	-2.835622e+02	5.751245e+02	1.500039e+00	1.300113e+01	4.658053e+00
ctx_rh_superiortemporal	9.622207e-01	6.715389e-02	6.103498e-01	6.931526e+05	-2.910615e+02	5.901229e+02	1.638154e+00	7.620298e+00	3.064090e+00
ctx_rh_supramarginal	1.041969e+00	6.433857e-02	3.248833e-01	4.617097e+05	-2.837432e+02	5.754863e+02	1.319851e+00	1.430782e+01	3.977737e+00
ctx_rh_frontalpole	6.937463e-01	3.235687e-01	2.207991e-01	1.394648e+06	-3.036345e+02	6.152691e+02	4.234966e+00	1.044624e+01	9.065441e+00
ctx_rh_temporalpole	7.238337e-01	5.672986e-02	9.811563e-01	1.342670e+06	-3.029502e+02	6.139003e+02	2.666163e+00	6.054071e+00	4.429575e+00
ctx_rh_transversetemporal	1.473500e+00	2.584461e-02	1.341859e+00	6.690788e+06	-3.318569e+02	6.717138e+02	2.467665e+00	6.513952e+01	3.854372e+01
ctx_rh_insula	9.831764e-01	6.847456e-02	8.629706e-01	6.066487e+05	-2.886448e+02	5.852897e+02	1.428886e+00	5.417379e+00	2.372784e+00
